mesh_id,label,tree_numbers,tree_categories,n_articles,annotation,scope_note,chunk_number,sorted_tree_categories,first_tree_category
D017499,Porokeratosis,"['C16.320.850.730', 'C17.800.428.750', 'C17.800.827.730']","['C16', 'C17']",3942,do not confuse withPARAKERATOSIS,"A heritable disorder of faulty keratinization characterized by the proliferation of abnormal clones ofKERATINOCYTESand lesions showing varying atrophic patches surrounded by an elevated, keratotic border. These keratotic lesions can progress to overt cutaneous neoplasm. Several clinical variants are recognized, including porokeratosis of Mibelli, linear porokeratosis, disseminated superficial actinic porokeratosis, palmoplantar porokeratosis, and punctate porokeratosis.",3,"['C17', 'C16']",C17
D017092,"Porphyria, Erythropoietic","['C16.320.850.738', 'C17.800.827.738', 'C18.452.811.250']","['C16', 'C17', 'C18']",1862,"do not confuse withPROTOPORPHYRIA, ERYTHROPOIETICorPORPHYRIA, HEPATOERYTHROPOIETIC",An autosomal recessive porphyria that is due to a deficiency ofUROPORPHYRINOGEN III SYNTHASEin theBONE MARROW; also known as congenital erythropoietic porphyria. This disease is characterized bySPLENOMEGALY;ANEMIA; photosensitivity; cutaneous lesions; accumulation of hydroxymethylbilane; and increased excretion ofUROPORPHYRINSandCOPROPORPHYRINS.,3,"['C18', 'C16', 'C17']",C18
D014898,Werner Syndrome,"['C16.320.925', 'C18.452.284.960']","['C16', 'C18']",4603,,"An autosomal recessive disorder that causes premature aging in adults, characterized by sclerodermal skin changes, cataracts, subcutaneous calcification, muscular atrophy, a tendency to diabetes mellitus, aged appearance of the face, baldness, and a high incidence of neoplastic disease.",3,"['C16', 'C18']",C16
D000652,Amniotic Band Syndrome,['C16.614.042'],['C16'],3708,"constriction bands in newborn inf; do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES","A disorder present in the newborn infant in which constriction rings or bands, causing soft tissue depressions, encircle digits, extremities, or limbs and sometimes the neck, thorax, or abdomen. They may be associated with intrauterine amputations.",3,['C16'],C16
D001238,Asphyxia Neonatorum,['C16.614.092'],['C16'],6997,"do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES; tagINFANT, NEWBORN","Respiratory failure in the newborn. (Dorland, 27th ed)",3,['C16'],C16
D003085,Colic,['C16.614.166'],['C16'],21730,"coordinate with organ/diseases term, as biliary colic =COLIC+BILIARY TRACT DISEASESor specific",A clinical syndrome with intermittent abdominal pain characterized by sudden onset and cessation that is commonly seen in infants. It is usually associated with obstruction of theINTESTINES; of theCYSTIC DUCT; or of theURINARY TRACT.,3,['C16'],C16
D000080984,Congenital Bone Marrow Failure Syndromes,['C16.614.183'],['C16'],1696,,Inherited syndromes characterized by deficiency or absence of various blood cells due to mutations that affectHEMATOPOIETIC STEM CELLSdevelopment and proliferation.,3,"['C15', 'C16']",C15
D006554,"Hernia, Umbilical","['C16.614.378', 'C23.300.707.374.937.500']","['C16', 'C23']",10420,,"A HERNIA due to an imperfect closure or weakness of the umbilical ring. It appears as a skin-covered protrusion at theUMBILICUSduring crying, coughing, or straining. The hernia generally consists ofOMENTUMorSMALL INTESTINE. The vast majority of umbilical hernias are congenital but can be acquired due to severe abdominal distention.",3,"['C23', 'C16']",C23
D009357,Neonatal Abstinence Syndrome,"['C16.614.610', 'C25.775.650']","['C16', 'C25']",6333,"substance-withdrawal symptoms in inf born of an addicted mother; do not use/‌congen; coord IM with specific substance/‌adv eff(IM) + check tagINFANT, NEWBORN","Fetal and neonatal addiction and withdrawal as a result of the mother's dependence on drugs during pregnancy. Withdrawal or abstinence symptoms develop shortly after birth. Symptoms exhibited are loud, high-pitched crying, sweating, yawning and gastrointestinal disturbances.",3,"['C16', 'C25']",C16
D016460,Granuloma Annulare,"['C17.300.200.495.380', 'C17.800.550.380', 'C23.550.382.375']","['C17', 'C23']",6034,"non-neoplastic; of the skin, so do not coord withSKIN DISEASES; coord IM with specific site or precoord site heading if pertinent (IM)",Benign granulomatous disease of unknown etiology characterized by a ring of localized or disseminated papules or nodules on the skin and palisading histiocytes surrounding necrobiotic tissue resulting from altered collagen structures.,3,"['C17', 'C23']",C17
D009335,Necrobiosis Lipoidica,"['C17.300.200.495.545', 'C17.800.550.545', 'C17.800.849.495', 'C18.452.880.495']","['C17', 'C18']",1259,note entry termNECROBIOSIS LIPOIDICA DIABETICORUM: do not index also underDIABETES MELLITUSunless particularly discussed,A degenerative disease of the dermal connective tissue characterized by the development of erythematous papules or nodules in the pretibial area. The papules form plaques covered with telangiectatic vessels. More than half of the affected patients have diabetes.,3,"['C17', 'C18']",C17
D015435,"Panniculitis, Lupus Erythematosus","['C17.300.475.479.400', 'C17.300.710.400', 'C17.800.480.479.400', 'C17.800.566.400']",['C17'],2222,,"A type of lupus erythematosus characterized by deep dermal or subcutaneous nodules, most often on the head, face, or upper arms. It is generally chronic and occurs most often in women between the ages of 20 and 45.",3,['C17'],C17
D008947,Mixed Connective Tissue Disease,['C17.300.540'],['C17'],4889,a specific disease entity; do not confuse withCONNECTIVE TISSUE DISEASES,"A syndrome with overlapping clinical features of systemic lupus erythematosus, scleroderma, polymyositis, and Raynaud's phenomenon. The disease is differentially characterized by high serum titers of antibodies to ribonuclease-sensitive extractable (saline soluble) nuclear antigen and a speckled epidermal nuclear staining pattern on direct immunofluorescence.",3,['C17'],C17
D009230,Myxedema,"['C17.300.550.590', 'C19.874.482.638']","['C17', 'C19']",4940,pretibial myxedema =MYXEDEMA(IM) +LEG DERMATOSES(IM),"A condition characterized by a dry, waxy type of swelling (EDEMA) with abnormal deposits ofMUCOPOLYSACCHARIDESin theSKINand other tissues. It is caused by a deficiency ofTHYROID HORMONES. The skin becomes puffy around the eyes and on the cheeks. The face is dull and expressionless with thickened nose and lips.",3,"['C17', 'C19']",C17
D012592,Scleredema Adultorum,"['C17.300.550.750', 'C17.800.751']",['C17'],814,induration of skin in diabetes,"A diffuse, non-pitting induration of the skin of unknown etiology that occurs most commonly in association with diabetes mellitus, predominantly in females. It typically begins on the face or head and spreads to other areas of the body, sometimes involving noncutaneous tissues. Often it is preceded by any of various infections, notably staphylococcal infections. The condition resolves spontaneously, usually within two years of onset. (From Dorland, 27th ed)",3,['C17'],C17
D053718,Scleromyxedema,['C17.300.550.875'],['C17'],883,,"A connective tissue disorder characterized by widespread thickening ofSKINwith a cobblestone-like appearance. It is caused by proliferation ofFIBROBLASTSand deposition ofMUCINin theDERMISin the absence of thyroid disease. Most scleromyxedema cases are associated with aMONOCLONAL GAMMOPATHY, immunoglobulin IgG-lambda.",3,['C17'],C17
D010201,"Panniculitis, Nodular Nonsuppurative","['C17.300.710.500', 'C17.800.566.500']",['C17'],1209,,"A form of panniculitis characterized by recurrent episodes of fever accompanied by the eruption of single or multiple erythematous subcutaneous nodules on the lower extremities. They normally resolve, but tend to leave depressions in the skin. The condition is most often seen in women, alone or in association with other disorders.",3,['C17'],C17
D012213,Rheumatic Fever,['C17.300.775.860'],['C17'],26944,"rheumatic fever with heart disease, unspecified or specific =RHEUMATIC HEART DISEASE+ the specific heart disease, but notHEART DISEASES","A febrile disease occurring as a delayed sequela of infections withSTREPTOCOCCUS PYOGENES. It is characterized by multiple focal inflammatory lesions of the connective tissue structures, such as the heart, blood vessels, and joints (POLYARTHRITIS) and brain, and by the presence ofASCHOFF BODIESin the myocardium and skin.",3,"['C05', 'C17', 'C01']",C05
D012594,"Scleroderma, Localized","['C17.300.787', 'C17.800.767']",['C17'],6665,"do not confuse withSCLERODERMA, LIMITED","A term used to describe a variety of localized asymmetricalSKINthickening that is similar to those ofSYSTEMIC SCLERODERMAbut without the disease features in the multiple internal organs andBLOOD VESSELS. Lesions may be characterized as patches or plaques (morphea), bands (linear), or nodules.",3,['C17'],C17
D045743,"Scleroderma, Diffuse","['C17.300.799.602', 'C17.800.784.602']",['C17'],7742,,"A rapid onset form ofSYSTEMIC SCLERODERMAwith progressive widespreadSKINthickening over the arms, the legs and the trunk, resulting in stiffness and disability.",3,['C17'],C17
D000074079,Undifferentiated Connective Tissue Diseases,"['C17.300.849', 'C20.111.904']","['C17', 'C20']",838,,Diseases that exhibit signs and symptoms suggestive of a connective tissue disease that do not fulfill clinical or diagnostic criteria for any one defined disease but overlap with criteria of multiple such diseases. Commonly overlapping diseases include systemic autoimmune connective tissue diseases such asRHEUMATOID ARTHRITIS;SYSTEMIC LUPUS ERYTHEMATOSUS; andSYSTEMIC SCLEROSIS.,3,"['C17', 'C20']",C17
D005348,Fibrocystic Breast Disease,['C17.800.090.750'],['C17'],12069,commonly chronic so do not coordinate withCHRONIC DISEASE; breast cyst fluid in fibrocystic breast disease: coordinate IM withCYST FLUID(NIM);BREAST CYSTis also available,"A common and benign breast disease characterized by varying degree of fibrocystic changes in the breast tissue. There are three major patterns of morphological changes, includingFIBROSIS, formation ofCYSTS, and proliferation of glandular tissue (adenosis). The fibrocystic breast has a dense irregular, lumpy, bumpy consistency.",3,['C17'],C17
D006177,Gynecomastia,['C17.800.090.875'],['C17'],8310,check tagsHUMANS&MALE,"Enlargement of theBREASTin the males, caused by an excess ofESTROGENS. Physiological gynecomastia is normally observed inNEWBORNS;ADOLESCENT; andAGINGmales.",3,['C17'],C17
D000092182,Calcinosis Cutis,"['C17.800.113', 'C18.452.174.130.093']","['C17', 'C18']",161719,,"Pathological deposition of calcium in the skin and subcutaneous tissue. Excessive calcification of the skin may be associated with underlying diseases that cause tissue damage (e.g., EHLERS-DANLOSSYNDROME;PSEUDOXANTHOMA ELASTICUM;ROTHMUND-THOMSON SYNDROME; andWERNER SYNDROME) or that cause abnormal calcium and phosphate metabolism (e.g.,CALCIPHYLAXIS; CHRONICKIDNEYFAILURE;HYPERPARATHYROIDISM; andSARCOIDOSIS).",3,"['C17', 'C18']",C17
D017577,Cutaneous Fistula,"['C17.800.135', 'C23.300.575.150']","['C17', 'C23']",28949,fistula policy: Manual 23.19+; anal fistula (one opening on the cutaneous surface near the anus) is indexed asANAL FISTULAseeRECTAL FISTULA,An abnormal passage or communication leading from an internal organ to the surface of the body.,3,"['C23', 'C17']",C23
D063807,Dandruff,"['C17.800.174.146', 'C17.800.738.353']",['C17'],1394,,Excessive shedding of dry scaly material from the scalp in humans.,3,['C17'],C17
D017454,"Dermatitis, Photoallergic","['C17.800.174.255.100.600', 'C17.800.600.325', 'C17.800.815.255.100.600', 'C20.543.418.150.600']","['C17', 'C20']",1154,a delayed hypersensitivity,"A delayed hypersensitivity involving the reaction between sunlight or other radiant energy source and a chemical substance to which the individual has been previously exposed and sensitized. It manifests as a papulovesicular, eczematous, or exudative dermatitis occurring chiefly on the light-exposed areas of the skin.",3,"['C17', 'C20']",C17
D011040,"Dermatitis, Toxicodendron","['C17.800.174.255.100.700', 'C17.800.815.255.100.700', 'C20.543.418.150.700']","['C17', 'C20']",760,Toxicodendron or Rhus is the genus name for poison ivy; includes poison oak & poison sumac,"An allergic contact dermatitis caused by exposure to plants of the genus Toxicodendron (formerly Rhus). These include poison ivy, poison oak, and poison sumac, all plants that contain the substance urushiol, a potent skin sensitizing agent. (From Dorland, 27th ed)",3,"['C17', 'C20']",C17
D017484,"Dermatitis, Phototoxic","['C17.800.174.255.400.225', 'C17.800.600.335', 'C17.800.815.255.400.225']",['C17'],16849,,"A nonimmunologic, chemically induced type of photosensitivity producing a sometimes vesiculating dermatitis. It results in hyperpigmentation and desquamation of the light-exposed areas of the skin.",3,['C17'],C17
D003963,Diaper Rash,"['C17.800.174.255.400.250', 'C17.800.815.255.400.250']",['C17'],1023,an irritant dermatitis,"A type of irritant dermatitis localized to the area in contact with a diaper and occurring most often as a reaction to prolonged contact with urine, feces, or retained soap or detergent.",3,['C17'],C17
D009783,"Dermatitis, Occupational","['C17.800.174.255.700', 'C17.800.815.255.700', 'C24.270']","['C17', 'C24']",10521,"do not restrict to -itis: use as if ""dermatoses""; coord with specific skin dis with/‌chem ind; includes housewives' dermatoses caused by housekeeping agents",A recurrent contact dermatitis caused by substances found in the work place.,3,"['C17', 'C24']",C17
D003873,"Dermatitis, Exfoliative","['C17.800.174.318', 'C17.800.815.318']",['C17'],7523,,"The widespread involvement of the skin by a scaly, erythematous dermatitis occurring either as a secondary or reactive process to an underlying cutaneous disorder (e.g., atopic dermatitis, psoriasis, etc.), or as a primary or idiopathic disease. It is often associated with the loss of hair and nails, hyperkeratosis of the palms and soles, and pruritus. (From Dorland, 27th ed)",3,['C17'],C17
D003874,Dermatitis Herpetiformis,"['C17.800.174.360', 'C17.800.865.360', 'C20.111.318']","['C17', 'C20']",4647,a bullous skin dis: nothing to do with herpes,"Rare, chronic, papulo-vesicular disease characterized by an intensely pruritic eruption consisting of various combinations of symmetrical, erythematous, papular, vesicular, or bullous lesions. The disease is strongly associated with the presence ofHLA-B8andHLA-DR3antigens. A variety of different autoantibodies has been detected in small numbers in patients with dermatitis herpetiformis.",3,"['C17', 'C20']",C17
D019557,"Dermatitis, Perioral","['C17.800.174.550', 'C17.800.271.250']",['C17'],3174,,"A papular eruption of unknown etiology that progresses to residual papular erythema and scaling usually confined to the area of the mouth, and almost exclusively occurring in young women. It may also be localized or extend to involve the eyelids and adjacent glabella area of the forehead (periocular dermatitis). (Dorland, 28th ed)",3,['C17'],C17
D012628,"Dermatitis, Seborrheic","['C17.800.174.580', 'C17.800.794.230', 'C17.800.815.580', 'C17.800.859.350']",['C17'],6604,,"A chronic inflammatory disease of the skin with unknown etiology. It is characterized by moderateERYTHEMA, dry, moist, or greasy (SEBACEOUS GLAND) scaling and yellow crusted patches on various areas, especially the scalp, that exfoliate as dandruff. Seborrheic dermatitis is common in children and adolescents withHIV INFECTIONS.",3,['C17'],C17
D056150,Acute Generalized Exanthematous Pustulosis,"['C17.800.174.600.174', 'C20.543.418.075', 'C25.100.468.380.174']","['C17', 'C20', 'C25']",2302,,"Rare skin eruption characterized by acute formation of pustules filled withNEUTROPHILS, fever, and peripheral bloodLEUKOCYTOSIS. Most cases are associated with the use of antibiotics (e.g.,BETA-LACTAMS).",3,"['C25', 'C17', 'C20']",C25
